time_s,amplitude
0.0,-0.05559029615566554
8.333333333333333e-05,-0.09464422469187489
0.00016666666666666666,0.07800347239564057
0.00025,-0.1873546302367645
0.0003333333333333333,-0.2628236237453446
0.0004166666666666667,-0.18151025904046678
0.0005,-0.3904727170163292
0.0005833333333333334,-0.4997696630908468
0.0006666666666666666,-0.4747496786696858
0.00075,-0.4578346226793616
0.0008333333333333334,-0.2535804107801567
0.0009166666666666666,0.1072879145718258
0.001,0.2430737576123866
0.0010833333333333333,0.47441767984982325
0.0011666666666666668,0.6502593139514556
0.00125,0.47168302285965796
0.0013333333333333333,0.5354844795854763
0.0014166666666666668,0.4060301564471418
0.0015,0.12805985589604565
0.0015833333333333333,0.18181610434701265
0.0016666666666666668,0.08917625183630089
0.00175,0.18665176295363864
0.0018333333333333333,0.3862174467570486
0.0019166666666666666,0.22186305513902044
0.002,0.014534372814644791
0.0020833333333333333,-0.16036364136299883
0.0021666666666666666,-0.21571858518773238
0.00225,-0.30208248423024725
0.0023333333333333335,-0.6006986674399467
0.002416666666666667,-0.8437395334241888
0.0025,-0.9841560742692186
0.0025833333333333333,-1.1256029909079845
0.0026666666666666666,-1.165617946781378
0.00275,-1.0661002863533926
0.0028333333333333335,-1.097938178372094
0.002916666666666667,-1.1734562250890495
0.003,-1.1833800103654566
0.0030833333333333333,-1.2156347224277533
0.0031666666666666666,-0.9967985760467404
0.00325,-0.6421411194715785
0.0033333333333333335,-0.3936335013734612
0.003416666666666667,-0.14824414506232092
0.0035,0.11271055023155563
0.0035833333333333333,0.30828433442385533
0.0036666666666666666,0.2993011885228977
0.00375,0.2094492525037055
0.003833333333333333,0.1542314296859106
0.003916666666666666,-0.06779965167634619
0.004,-0.31455077794951664
0.004083333333333333,-0.31649574497841537
0.004166666666666667,-0.24017835806830273
0.00425,0.00801585870374436
0.004333333333333333,0.3389187432084722
0.004416666666666667,0.26561354207415866
0.0045,0.23785157319251046
0.004583333333333333,0.35353463106930405
0.004666666666666667,0.035349421413160775
0.00475,-0.3070827068211374
0.004833333333333334,-0.46701004012825553
0.004916666666666666,-0.8369207622387645
0.005,-0.9972194914943187
0.005083333333333333,-0.8252567154098959
0.005166666666666667,-1.0257505337782256
0.00525,-1.125101168733512
0.005333333333333333,-0.623186192040816
0.005416666666666667,-0.211384770557378
0.0055,-0.023885894673654855
0.005583333333333333,0.20735128914718168
0.005666666666666667,0.24921895365847208
0.00575,0.16442232822949396
0.005833333333333334,0.408006404632994
0.005916666666666666,0.39680777268602296
0.006,0.14523264139964148
0.006083333333333333,0.3421640532227115
0.006166666666666667,0.27421822067993395
0.00625,0.10851447221646779
0.006333333333333333,0.16970049643977872
0.006416666666666667,0.09347230995434529
0.0065,0.16640581342855396
0.006583333333333333,0.12312562159809713
0.006666666666666667,-0.05282451936494902
0.00675,-0.05934090294098237
0.006833333333333334,-0.15067310349672922
0.0069166666666666664,-0.512350006978069
0.007,-0.7590065532207162
0.007083333333333333,-0.7191811408869543
0.007166666666666667,-0.9045863380342685
0.00725,-0.9668076166873218
0.007333333333333333,-0.9053980943060472
0.007416666666666667,-0.9254461024661429
0.0075,-0.6695711662548638
0.007583333333333333,-0.6751399872111077
0.007666666666666666,-0.6730225998287405
